Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.209431562,6.637492458,6.009831046,15.20174827,21.07901416,4.559253533,-20.49107411,6.346727852,3.753803214,3.47290262,5.253746313,-1.968486891,4.104700089,3.457539856,3.430821356
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,386.4338685,400.5407437,443.4518422,558.1797233,706.4526815,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278,433.3741743
Sierra Leone,SLE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.423333101,3.707499414,3.193215077,12.21161521,18.01465349,1.984634814,-22.38331483,3.804537567,1.271949466,1.054769013,2.826763051,-4.196551048,1.796879524,1.232552806,1.249819829
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,86.72543641,89.17564422,91.60965641,94.05080355,96.49292048,98.92889997,101.3407177,103.8225686,106.3669299,108.9121779,111.482793,114.0755057,116.661693,..,..
Sierra Leone,SLE,Population growth (annual %),SP.POP.GROW,2.736565832,2.786073053,2.692873002,2.629841404,2.563454318,2.49317673,2.408687161,2.419508915,2.421134858,2.364713067,2.332840625,2.29903034,2.241767371,2.174091242,2.131207002
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828,8233970,8420641,8605718,8791092
Sierra Leone,SLE,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,72.6,..,..,..,..,..,..,64.3,..,..,..,..,..
Sierra Leone,SLE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,38.7,..,..,..,..,..,..,26.1,..,..,..,..,..
Sierra Leone,SLE,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,59.2,..,..,..,..
Sierra Leone,SLE,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,10.6,..,..,..,..,..,..,6,..,..,..,..,..
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2948594552,2687807004,2906000097,4041702389,5836021227,6537360533,6984947145,7390796617,8252394373,8278212314,9420431258,9204140383,9838711529,10419541202,11679800110
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.694351926,6.694351926,6.694351926,6.694351926,-2.708586513,7.526391611,9.946799979,6.418570605,9.507286607,2.989015632,3.630396882,-2.56308758,3.310989234,2.438065277,3.102961996
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,251.3712917,223.4876069,237.8684513,324.8871765,454.0772642,491.1898041,507.4829155,517.0975815,555.1851236,537.1592902,589.4658919,556.578066,576.5236782,592.103122,643.7500288
Somalia,SOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.100523086,4.062960163,5.033366729,4.777600386,-5.828569278,3.836271227,6.314864285,2.480296785,5.29787554,-0.665618617,-0.067091688,-5.837393611,0.111181796,-0.658388537,0.000975996
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,18.69805369,19.17086269,19.47402844,19.83027704,20.48727165,21.21534575,21.94010584,22.78325469,23.6940431,24.56577613,25.47470271,26.36053177,27.20308126,..,..
Somalia,SOM,Population growth (annual %),SP.POP.GROW,2.46112223,2.49721206,1.56901447,1.812821049,3.25938851,3.492097731,3.359150333,3.770954383,3.919784777,3.613058958,3.633164904,3.418197348,3.146236588,3.069384352,3.054817406
